question,answer,image_id
what is the colour of the garbage bin,black,image865
what is on the top of the fan coil,book,image156
what is behind the cup stand,table,image98
what are the objects on the bed,"pillow, blanket",image1032
what is behind the table,chair,image474
what is on the left side of the microwave,door,image752
what is on the left side of the stove,oven,image769
how many electrical outlets are behind the lamp shade,2,image488
what is object on the floor close to the counter,garbage_bin,image112
how many blue tables are there,1,image319
what is the object in the pull tray,garbage_bin,image826
how many brown paper bags are there on the floor,1,image61
what is the white object on the table on the right side of the wall below the bookshelf,printer,image16
what is on the refrigerator,towel,image566
what is the object on the counter in front of the microwave,plate,image857
what color is the floor in this picture,brown,image167
how many tape dispensers are on the cabinet below the brown board,3,image450
what is above the tap,picture,image860
what is in front of the television,plate,image595
what is in front of the blinds,chair,image869
what is the largest object on the floor,sofa,image591
how many monitors are there in the table,2,image605
what color is the plastic bag on the desk,"white, red",image390
what is the object close to the wall,poster_board,image614
what is the object in front of the wall on top of the table left of the big printer,printer,image37
how many knobs are there on the drawer,11,image540
what is on the right side of the knife rack,fruit,image779
what is on the right side of the container,bottle_of_liquid,image416
what is on the right side of the microwave,decorative_item,image876
how many chairs are there,8,image6
what is the object close to the counter,sink,image775
what is on the left side of the bath tub,bottle_of_liquid,image686
what color is the wall behind the laptop and lampshade,purple,image93
what is on the left side of the poster board,picture,image843
what is the object close to the wall,wall_decoration,image113
what is on the right side of the keyboard,mouse,image553
what color is the chair,black,image360
what is the colour of the chair,yellow,image447
what is the largest object,sofa,image1277
what is on the right side of the pillar,table,image89
what is on the left side of the fireplace,iron_grill,image581
what is the object close to the wall above the counter,switchbox,image140
what is the object close to the door,door_knob,image737
what is the colour of the walls,"white, green",image117
what color is the garbage bin in front of the gray door on the left side of the fire extinguisher,blue,image8
what is opposite to the stairs,picture,image601
what is the object below the window,heater,image138
what is the large white object on the table next to the book,laptop,image54
what is the object close to the ceiling,light,image107
what is the largest object,cabinet,image66
how many pillows are there on the big couch,2,image368
how many pictures are stuck around the clock,5,image13
what is the object on the counter in the corner,tea_kettle,image835
what color is the cutting board behind the dish rack,white,image204
